Lp.,Nazwa własna,Telefon,Email,Charakter usług,Kategoria obiektu,Rodzaj obiektu,Adres
1767,BENEFIS,(12) 266-39-05,benefis@hotelbenefis.pl,stały,***,hotel,"30-307 Kraków, ul. Barska 2"
1768,GOSPODA SZLACHECKA,(14) 645-75-72,gospodaszlachecka@wp.pl,stały,***,hotel,"33-132 Niedomice, ul. Niedomicka 43"
1769,MARTA,713134023,biuro@hotelmarta.com.pl,stały,***,hotel,"55-200 Oława, Gazowa 2"
1770,RYDZEWSKI,"87-621-60-53,",hotel@rydzewski.pl,stały,***,hotel,"19-300 Ełk, Armii Krajowej 32"
1771,CIEPLICE,(075) 755-10-41,,stały,***,hotel,"58-560 Jelenia Góra, Cervi 11"
1772,JAWOR,768710624,recepcja@hoteljawor.com.pl,stały,***,hotel,"59-400 Jawor, STASZICA 10"
1773,ALPEJSKI,748627450,recepcja@hotel-alpejski.pl,stały,***,hotel,"57-320 Polanica-Zdrój, ZDROJOWA 89"
1774,QUALITY SILESIAN,32-606-88-00,kontakt@silesianhotel.pl,stały,***,hotel,"40-502 Katowice, Szybowcowa 1A"
1775,KOMPLEKS BESKID,18 268-89-20,majchrowicz@narty.spytkowice.pl,stały,***,hotel,"34-745 Spytkowice, Spytkowice 135A"
1776,HOTEL IBIS WARSZAWA STARE MIASTO,(+48) 22 3101000,H3714@accor.com,stały,***,hotel,"00-209 Warszawa, Muranowska 2"
1777,FELIX,(+48-22) 210-70,felix@starthotel.pl,stały,***,hotel,"04-128 Warszawa, Omulewska 24"
1778,CASPAR,75645500,recepcja@caspar.pl,stały,***,hotel,"58-560 Jelenia Góra, PLAC PIASTOWSKI 28"
1779,GARDEN,757326700,recepca@hotel-garden.pl,stały,***,hotel,"59-700 Bolesławiec, PIASTÓW 14"
1780,GAWRA,+48 33 855 23 9,recepcja@hotelgawra.pl,stały,***,hotel,"43-460 Wisła, górnośląska 44"
1781,RUDY,748141265,recepcja@pensjonat-rudy.pl,stały,***,hotel,"57-550 Sienna, JANOWA GÓRA 9"
1782,STACJA NOWA GDYNIA,0-42 714-21-61,hotel@nowa-gdynia.pl,stały,***,hotel,"95-100 Zgierz, Sosnowa 1"
1783,WILLA ODKRYWCÓW,48757445577,willa@willaodkrywcow.pl,stały,***,hotel,"58-580 Szklarska Poręba, Okrzei 25"
1784,BIAŁY DWÓR,600099360,hotelbialydwor@wp.pl,stały,***,hotel,"22-200 Okuninka, Okuninka IV/174"
1785,DĘBOWY,(074) 833-10-31,,stały,***,hotel,"58-260 Bielawa, Korczaka 4"
1786,SJESTA,032-226-78-72,recepcja@sjestamotel.com,stały,***,hotel,"43-190 Mikołów, Gliwicka 158 A"
1787,ALHAR,+48 34 351 03 3,recepcja@hotel.alhar.pl,stały,***,hotel,"42-700 Lubliniec, Lisowicka 25"
1788,GALICJA,(33) 843-61-15,galicja@hotelgalicja.com.pl,stały,***,hotel,"32-600 Oświęcim, ul. Dąbrowskiego 119"
1789,FORUM,814528500,recepcja@hotelforum.pl,stały,***,hotel,"20-092 Lublin, obywatelska 8"
1790,Kaukaska Hotel,683471284,kaukaska@nx.pl,stały,***,hotel,"64-200 Wolsztyn, Poniatowskiego 19"
1791,FOCUS,(81) 527 00 44,biuro@hotelfocus.pl,stały,***,hotel,"20-718 Lublin, Al. Kraśnicka 80"
1792,STARA POCZTA,032 - 324-27-00,hotel@stara-poczta.pl,stały,***,hotel,"43-100 Tychy, Kościuszki 24"
1793,PATRIA,33-855-38-09,hotel@hotelpatria.pl,stały,***,hotel,"43-460 Wisła, Kopydło 20"
1794,MARIA HELENA,746495700,maria helena@op.pl,stały,***,hotel,"58-310 Szczawno-Zdrój, KOLEJOWA 1"
1795,BAŚNIOWA,(0-29) 742-07-3,biuro@basniowa.pl,stały,***,hotel,"07-201 Rybienko Nowe, Wołowskiego 9"
1796,SKI HOTEL,(0 18)446-41-17,skihotel@skihotel.pl,stały,***,hotel,"33-350 Piwniczna-Zdrój, Sucha Dolina 33"
1797,PAŁAC BRZEZINA,792373797,recepcja@palacbrzezina.pl,stały,***,hotel,"55-330 Brzezina, Parkowa 2"
1798,ALBATROS&SPA,87 641-88-35,hotel@albatroshotel.pl,stały,***,hotel,"16-326 Płaska, Serwy 18"
1799,GACA SPA,818810010,recepcja@spa.gacasystem.pl,stały,***,hotel,"24-120 Kazimierz Dolny, Szkolna 29"
1800,FOCUS CENTRUM KONFERENCYJNE,814667066,skowronkowa@hotelfocus.pl,stały,***,hotel,"20-832 Lublin, Skowronkowa 2"
1801,PANORAMA,(0 18)443-71-10,kontakt@hotelpanoramanowysacz.pl,stały,***,hotel,"33-300 Nowy Sącz, ul. Romanowskiego 4 a"
1802,GRANICA PARK HOTEL,(12) 419-13-31,parkhotel@parkhotel.com.pl,stały,***,hotel,"32-085 Modlnica, Szyce 33"
1803,HOTEL DUDEK,412010390,a.dudek@edud.pl,stały,***,hotel,"26-080 Mniów, Leśna 2"
1804,NOTABENE,814692500,info.notabene@o2.pl,stały,***,hotel,"21-040 Świdnik, wyszyńskiego 40"
1805,OLIMPIA,(071) 372-83-32,hotel@hotelolimpia.com.pl,stały,***,hotel,"51-612 Wrocław, Paderewskego 35"
1806,PIK,032-323-28-00,recepcja@hotelpik.pl,stały,***,hotel,"43-190 Mikołów, Młyńska 5"
1807,GRENO,757693715,hotel@greno.pl,stały,***,hotel,"58-540 Karpacz, OLIMPIJSKA 2"
1808,VILLA CZTERY PORY ROKU,68 384-95-16,hotel@villaczteryporyroku.pl,stały,***,hotel,"66-210 Zbąszynek, Chlastawa 33"
1809,DWÓR KONSTANCIN,225747272,hotel@hotelkonstancin.pl,stały,***,hotel,"00-557 Konstancin, od lasu 23"
1810,WILLA PARK,684781833,recepcja@willapark.pl,stały,***,hotel,"68-100 Żagań, Piłsudskiego 25"
1811,JAKUSZYCE SPORT & SPA,757677693,recepcja@hoteljakuszye.pl,stały,***,hotel,"58-580 Szklarska Poręba, Jakuszyce 5 a"
1812,MORAWA,748140874,biuro@hotelmorawa.pl,stały,***,hotel,"57-550 Stara Morawa, Stara Morawa 11a"
1813,ZAMEK BOBOLICE,+48 34 328 80 0,RECEPCJA@ZAMEKBOBOLICE.PL,stały,***,hotel,"42-320 Bobolice, BRAK"
1814,FOCUS HOTEL,"0-42 637-12-00,",focus@hotel.lodz.pl,stały,***,hotel,"90-554 Łódź, Łąkowa 23/25"
1815,SZRENICOWY DWÓR,757173461,biuro@szrenicowydwor.pl,stały,***,hotel,"58-580 Szklarska Poręba, WZGÓRZE PADEREWSKIEGO 12"
1816,MARKO,166789272,info@hotelmarko.com,stały,***,hotel,"37-700 Przemyśl, Lwowska 40"
1817,MERCURE LUBLIN CENTRUM,(081) 533 20 61,H3404@accor.com,stały,***,hotel,"20-037 Lublin, Al. Racławickie 12"
1818,NOVOTEL,(071) 339-80-51,nov.wroclaw@orbis.pl,stały,***,hotel,"53-011 Wrocław, Wyścigowa 35"
1819,Jaśmin,,,stały,***,hotel,"62-005 Owińska, Dworcowa 19"
1820,GÓRALSKI RAJ,(18) 264-67-63,hotel@goralski-raj.pl,stały,***,hotel,"34-400 Nowy Targ, os. Szuflów 12 B"
1821,DWOREK SKAWIŃSKI,(0 12) 276-03-45,recepcja@dworek-skawinski.pl,stały,***,hotel,"32-050 Skawina, ul. Kublińskiego 4"
1822,DE ESPERANTO MEDICAL&SPA,748669400,,stały,***,hotel,"57-340 Duszniki-Zdrój, ZDROJOWA 5"
1823,BEST WESTERN HOTEL FERDYNAND,17 852-72-66,biuro@niza.pl,stały,***,hotel,"35-005 Rzeszów, Grottgera 28"
1824,FORTUNA BIS,(0 12) 430-10-2,infobis@hotel-fortunabis.pl,stały,***,hotel,"31-110 Kraków, ul. M. Piłsudskiego 25"
1825,TAURUS,14 691-09-99,,stały,***,hotel,"33-156 Tarnów, Ładna 5"
1826,MATEJKO,(12) 422-47-37,biuro@matejkohotel.pl,stały,***,hotel,"31-157 Kraków, Plac Matejki 8"
1827,PODZAMCZE,(12) 271-05-85,biuro@podzamcze-dobczyce.pl,stały,***,hotel,"32-410 Dobczyce, ul. Wąska 1"
1828,LAWENDOWY DWOREK,68)363-55-00,hotel@hotelpark.com.pl,stały,***,hotel,"68-200 Żary, Zielonogórska 24"
1829,JAWORZYNA KRYNICKA,(18) 473-66-10,hotel@pkl.pl,stały,***,hotel,"33-380 Krynica-Zdrój, ul. Czarny Potok 75"
1830,POLANICA RESORT & SPA,748680730,,stały,***,hotel,"57-320 Polanica-Zdrój, GÓRSKA 2"
1831,Hotel Holland,523328067,hotel@hotelholland.pl,stały,***,hotel,"86-170 Zdrojewo, brak"
1832,KARCZMA DOLINA PSTRĄGA,146270028,karczma@dolinapstraga.pl,stały,***,hotel,"39-220 Pilzno, Machowa7a"
1833,PLANETA,(0 14)685-88-04,hotel@planetabrzesko.pl,stały,***,hotel,"32-800 Brzesko, ul. Pomianowska 2b"
1834,VEGA,(071) 341-68-55,an@bacero.com.pl,stały,***,hotel,"53-234 Wrocław, Grabiszyńska 241"
1835,QUBUS,42 275-51-00,lodz@qubushotel.com,stały,***,hotel,"90-443 Łódź, Mickiewicza 7"
1836,Smolarnia`,,,stały,***,hotel,"64-980 Smolarnia, Smolarnia 27"
1837,ISKRA BY KATOWICE AIRPORT,32-380-11-44,recepcja@hotel-iskra.pl,stały,***,hotel,"42-460 Mierzęcice, Osiedle 60"
1838,ZIELONY,616623006,info@hotelzielony.pl,stały,***,hotel,"60-115 Poznań, Przełęcz 21"
1839,CZARNY POTOK,(18) 202-02-04,pensjonat@czarnypotok.pl,stały,***,hotel,"34-500 Zakopane, ul. Tetmajera 20"
1840,FERO EXPRESS,(12) 390-09-00,info@fero.krakow.pl,stały,***,hotel,"30-398 Kraków, ul. Bolesława Śmiałego 60"
1841,BACERO,(071) 34-16-856,an@bacero.com.pl,stały,***,hotel,"53-034 Wrocław, Ołtaszyńska 107"
1842,KAZIMIERZ II,(12) 426-80-70,hotel2@hk.com.pl,stały,***,hotel,"31-035 Kraków, ul. Starowiślna 60"
1843,PUŁAWSKA RESIDENCE,222417500,kromaniuk@arche.pl,stały,***,hotel,"02-801 Warszawa, puławska 361"
1844,HETMAŃSKI,0-46 814-00-61,hotel@hetmanski.pl,stały,***,hotel,"96-200 Podlas, p-ta Rawa Mazowiecka"
1845,WITYNG,632706060,wityng@wityng.pl,stały,***,hotel,"62-561 Mikorzyn, mikorzyn 1a"
1846,"""ŁAŃCUT""",172252948,recepcja@hotel-lancut.pl,stały,***,hotel,"37-100 Łańcut, armii krajowej 55a"
1847,B.A.S. VILLA RESIDENCE,(0 12)416-11-11,hotel@hotelbas.pl,stały,***,hotel,"31-215 Kraków, ul. Żabiniec 16"
1848,VICTORIA,(81) 532 70 11,info@hotel.victoria.lublin.pl,stały,***,hotel,"20-016 Lublin, ul. Narutowicza 58/60"
1849,HOTEL ISKRA,48-362-84-33,iskra@hotelewam.pl,stały,***,hotel,"26-600 Radom, Planty 4"
1850,POD PAROWOZEM,041 26-55-990,hotel@ostrowiec.com.pl,stały,**,hotel,"27-400 Ostrowiec Świętokrzyski, Kolejowa 3"
1851,WITNICA,957284531,info@hotelwitnica.com,stały,**,hotel,"66-460 Witnica, K..R.N. 5"
1852,IRYS,41 306-16-89,biuro@hotelirys.pl,stały,**,hotel,"26-065 Micigózd, częstochowska 6"
1853,BOCIANIE GNIAZDO,"091/ 38-63-101,",,stały,**,hotel,"72-350 Pogorzelica, ul.L.Teligi 3"
1854,La - musica,(+48-22) 757-21,,stały,**,hotel,"00-500 Żabieniec, Asfaltowa 27"
1855,CORONA,32 216-98-20 do,konto.kt@corona.com.pl,stały,**,hotel,"43-100 Tychy, Oświęcimska 2 91"
1856,HOTEL ROŚ,87- 423-32-53,poczta@hotelros.pl,stały,**,hotel,"12-200 Pisz, Aleja Turystów 3"
1857,Astra,(61) 848 94 72,astra@astra.ta.pl,stały,**,hotel,"60-415 Poznań, Lutycka 31"
1858,MARZANNA,815116920,info@marzanna.pl,stały,**,hotel,"24-222 Niedrzwica Kościelna, Krakowska 111"
1859,KARKONOSZE,(075) 744-22-30,,stały,**,hotel,"58-400 Kamienna Góra, Papieża Jana Pawła II 33"
1860,AZYL,957227276,hotel.azyl@wp.pl,stały,**,hotel,"66-400 Gorzów Wielkopolski, Chopina 45"
1861,Hotel U Macieja,655287231,,stały,**,hotel,"64-113 Kąkolewo, Rydzyńska 2"
1862,PODZAMCZE,"091/812-14-04,",,stały,**,hotel,"70-542 Szczecin, Sienna 1,2,3"
1863,DOBRY KLIMAT,757556018,BIURO@DOBRY-KLIMAT.PL,stały,**,hotel,"58-580 Szklarska Poręba, PARKOWA 3A"
1864,LAS,757175252,,stały,**,hotel,"58-573 Piechowice, TURYSTYCZNA 8"
1865,KWISA,(075) 781-62-31,,stały,**,hotel,"59-850 Świeradów-Zdrój, Zdrojowa 8"
1866,STYLOWY,604514525,,stały,**,hotel,"63-520 Grabów nad Prosną, rynek wł. jagiełły 19"
1867,DYMARKA,172250945,marketing@hoteldymarka.pl,stały,**,hotel,"37-100 Dąbrówki, 31"
1868,WENUS,(81) 882 04 00,kontakt@hotelwenus.pl,stały,**,hotel,"24-120 Kazimierz Dolny, ul. Tyszkiewicza 25 A"
1869,hotel GORDON,+48-22- 868-46-,hotel@hotelgordon.pl,stały,**,hotel,"02-180 Warszawa, Al. Krakowska 157 a"
1870,KARCZMA U MACIEJA,608421542,,stały,**,hotel,"59-420 Sady Dolne, SADY DOLNE 5"
1871,GRAFFIT,609417273,poczta@graffit.com.pl,stały,**,hotel,"66-200 Świebodzin, Os. Południowe 34"
1872,KLIMAT,13 435-09-90,klimat.iwonicz@op.pl,stały,**,hotel,"38-440 Iwonicz-Zdrój, Al. Parkowa 2"
1873,TIREST,257992617,tirest@tiresthotel.pl,stały,**,hotel,"05-300 Grębiszew, ul. Kołbielska 32"
1874,Hotel 3,616510244,hotel@hotel3.poznan.pl,stały,**,hotel,"62-020 Swarzędz, Św. Marcin 1"
1875,HADES,"0-42 213-22-57,",info@hades.and.pl,stały,**,hotel,"95-020 Andrespol, Rokicińska 104"
1876,"HOTEL ""ALBATROS""",695777488,kontakt@wasoszwita.pl,stały,**,hotel,"89-200 Wąsosz, Nadbrzeżna 10"
1877,HOTEL IM PARK,89-742-81-87,rezerwacja@hotelimpark.com.pl,stały,**,hotel,"11-731 Jędrychowo, 15"
1878,Hotel Konin,632437600,hotel-konin@konet.pl,stały,**,hotel,"62-510 Konin, Al. 1 Maja 13"
1879,CENTRUM,(071) 31-76-000,,stały,**,hotel,"55-300 Środa Śląska, Pl. Wolności 35-37"
1880,Margarita,618140735,,stały,**,hotel,"64-320 Buk, pl. St. Reszki 23"
1881,HOTEL JOSEPH CONRAD,87-423-04-59,rezerwacja@hotelconrad.pl,stały,**,hotel,"12-200 Pisz, Turystów 11"
1882,KARKONOSZE,757546944,hotelkarkonosze@termycieplickie.com,stały,**,hotel,"58-500 Jelenia Góra, ZŁOTNICZA 12"
1883,ZŁOTY ŁAN,(068)387-32-41,info@zlotylan.pl,stały,**,hotel,"67-100 Nowa Sól, Zielonogórska 134"
1884,"""BALTAZAR""",(+48 23) 692-04,,stały,**,hotel,"06-100 Pułtusk, Baltazara 41"
1885,A2,(61) 291 92 51;,a2@hotela2.com.pl,stały,**,hotel,"64-550 Duszniki, Sękowo, Poznańska 3A"
1886,Hotel Pod Lasem,773335100,leszek.wrobel1@neostrada.pl,stały,**,hotel,"46-100 Namysłów, M.C.Skłodowskiej 18"
1887,STARY RATUSZ,(071) 396-95-95,,stały,**,hotel,"55-311 Kostomłoty, Rynek 22"
1888,LOGOS,87 566-69-00,,stały,**,hotel,"16-400 Suwałki, Kościuszki 120"
1889,PARIA SPA,748663492,recepcja@paria-spa.pl,stały,**,hotel,"57-350 Kudowa-Zdrój, WARSZAWSKA 3"
1890,MAGNOLIA,+48 32 216 97 3,info@restauracjamagnolia.pl,stały,**,hotel,"43-100 Tychy, Urbanowicka 164 a44-100"
1891,ZAJAZD POD BRZOZAMI,(507 )065-950,ramax2@interia.pl,stały,**,hotel,"34-721 Raba Wyżna, Raba Wyżna 378A"
1892,PIAST,713430033,recepcja@piastwroclaw.pl,stały,**,hotel,"50-017 Wrocław, PIŁSUDSKIEGO 98"
1893,MANHATAN,436786877,biuro@manhatan-zygry.pl,stały,**,hotel,"99-232 Zygry, zygry 46a"
1894,GLASS,(048) 3402585/86,,stały,**,hotel,"26-600 Radom, Beliny Prażmowskiego 17"
1895,"""OBERŻA POD TURBOTEM""",0 - 58 678 -,oberza@oberzapodturbotem.pl,stały,**,hotel,"84-240 Reda, Spółdzielcza 1"
1896,DWÓR GALICJA,511390985,BIURO@DWORGALICJA.PL,stały,**,hotel,"37-455 Rzeczyca Długa, 222"
1897,DA VINCI,601591204,,stały,**,hotel,"26-060 Podzamcze, Podzamcze"
1898,HUZAR,095 722-44-07,recepcja@hotel-huzar.pl,stały,**,hotel,"66-400 Gorzów Wielkopolski, Husarska 2"
1899,ŁABĘDY,+48 32 230 09 2,recepcja@agrobakal.com.pl,stały,**,hotel,"44-109 Gliwice, Marksa 11"
1900,PETROCHEMIA,(+48-24) 262-40,,stały,**,hotel,"09-400 Płock, 3 Maja 33"
1901,Topaz,,,stały,**,hotel,"61-579 Poznań, Przemysłowa 34A"
1902,Meridian,,,stały,**,hotel,"60-605 Poznań, ul. Litewska 22"
1903,BIT,33-470-83-00,bit@bit.arrsa.pl,stały,**,hotel,"43-300 Bielsko-Biała, I Dywizji Pancernej 45"
1904,"""ARENA EXPO""",58/762-17-17,rezerwacja@hotelarenagdansk.pl,stały,**,hotel,"80-557 Gdańsk, Marynarki Polskiej 71"
1905,MONIKA,(12) 413-84-80,hotelmonika@hotelmonika.pl,stały,**,hotel,"31-425 Kraków, ul. Langiewicza 6"
1906,JAŚ WĘDROWNICZEK,134356733,hotel@jas-wedrowniczek.pl,stały,**,hotel,"38-480 Rymanów, Bieleckiego 8"
1907,"""CZARDASZ""",58 678-20-40,biuro@czardasz.pl,stały,**,hotel,"84-242 Luzino, r Stutthofu 82"
1908,"HOTEL ""WILLA RADWAN""",542826666,biuro@willaradwan.pl,stały,**,hotel,"87-700 Aleksandrów Kujawski, Wojska Polskiego 7"
1909,ZAUŁEK,757212588,hotelzaulek@o2.pl,stały,**,hotel,"59-800 Lubań, DWORCOWA 4"
1910,NA GÓRCE,134692371,hotel@nagorce.com,stały,**,hotel,"38-610 Polańczyk, Osiedle Na Górce 1"
1911,Adler,,,stały,**,hotel,"62-020 Swarzędz, Cieszkowskiego 108"
1912,"HOTEL ""HABENDA""",89-742-12-18,info@habenda.com,stały,**,hotel,"11-710 Krutyń, 42"
1913,LITWIŃSKI,(018)444-90-25,litwinski@hotel-litwinski.pl,stały,**,hotel,"33-312 Tęgoborze, Tęgoborze 336"
1914,"""MARIO""",172415251,biuro@hotelmario.com.pl,stały,**,hotel,"37-310 Sarzyna, sarzyna 659a"
1915,IBIS,0-42 638-67-00,H3096-DM@accor.com,stały,**,hotel,"90-368 Łódź, Al.Piłsudskiego 11"
1916,GARDEN,713142719,,stały,**,hotel,"56-400 Oleśnica, PODCHORĄŻYCH 2A"
1917,MIŁY,134321057,milyhotel@neostrada.pl,stały,**,hotel,"38-400 Krosno, Balkonowa 19"
1918,HOTEL & RESTAURACJA COLOSEUM,166215930,recepcja@hotelcoloseum.pl,stały,**,hotel,"37-500 Jarosław, kruhel pełkiński 72"
1919,POD LASEM,+48 661-43- 37,podlasem@chynow.com.pl,stały,**,hotel,"05-650 Chynów, Chynów"
1920,KOT,+48 (0-22) 72-9,,stały,**,hotel,"96-321 Siestrzeń, Rozalińska 9"
1921,ARTIS,134428620,info@artishotel.pl,stały,**,hotel,"38-460 Jedlicze, Moderówka 307"
1922,Diament,(65) 546 38 23,diament@pieprzyk.pl,stały,**,hotel,"63-900 Rawicz, Sarnowska 18a"
1923,ANIA,+48 (0-22) 755-,,stały,**,hotel,"05-825 Grodzisk Mazowiecki, Żydowska 2"
1924,EUROPA,(074) 869-02-77,hoteleurpoa@poczta.onet.pl,stały,**,hotel,"57-320 Polanica-Zdrój, Zdrojowa 15"
1925,HOTEL POD LIPĄ,134200053,hotel@zajazdpodlipa.com,stały,**,hotel,"36-206 Humniska, Humniska 412"
1926,POD BIAŁYM ORŁEM,166786107,hotel@podbialymorlem.com.pl,stały,**,hotel,"37-700 Przemyśl, Sanocka 13"
1927,POD SZCZĘŚLIWĄ GWIAZDĄ,+48 (0-24) 261-,,stały,**,hotel,"09-472 Cekanowo, Polna 1"
1928,GROCHOWSKI,609041715,hotel@hotelgrochowski.com,stały,**,hotel,"21-400 Łuków, międzyrzecka 90"
1929,PIENINY,(18) 262-93-83,hotel.pieniny@niedzica.pl,stały,**,hotel,"34-441 Niedzica, ul. Kanada 38"
1930,REG BENZ,(0-17) 5830500,regbenz@regbenz.com.pl,stały,**,hotel,"39-300 Mielec, Legionów 80"
1931,ŚWIĘTOKRZYSKI,412545341,hotel@dendron.pl,stały,**,hotel,"26-130 Suchedniów, Słowackiego 1"
1932,RYDZ,7486611-83,RECEPCJA@HOTEL-RYDZ.PL,stały,**,hotel,"57-350 Kudowa-Zdrój, GEN.W.SIKORSKIEGO 12"
1933,"""BEST WESTERN HOTEL VILLA AQUA""",58/522-44-00,recepcja@villaaqua.pl,stały,**,hotel,"81-713 Sopot, Zamkowa Góra 35"
1934,"""JANTA""",0 - 58 688 -,hoteljanta@02.pl,stały,**,hotel,"83-425 Dziemiany, Wyzwolenia 29"
1935,KSIĘŻYC,748561050,,stały,**,hotel,"58-160 Świebodzice, JELENIOGÓRSKA 52"
1936,PAŁAC STANISZÓW,(075) 755-84-45,hotel@palacstaniszow.pl,stały,**,hotel,"58-500 Jelenia Góra, Staniszów 100"
1937,AGAWA,(0 14)665-83-17,,stały,**,hotel,"32-852 Dębno, Wola Dębińska 278"
1938,PARK,"0-44 754-28-55,",hotel@hotelparkopoczno.pl,stały,**,hotel,"26-300 Opoczno, Kolberga 2 B"
1939,IRENA,89-757-48-55,hotel@hotelirena.pl,stały,**,hotel,"14-300 Morąg, Wróblewskiego 4"
1940,EUROPA,608334763,recepcja@restauracja-europa.opole.pl,stały,**,hotel,"45-760 Opole, Dworska 2"
1941,FENIX,(91) 578 88 62,kontakt@fenix-hotel.pl,stały,**,hotel,"73-108 Morzyczyn, Szczecińska 12"
1942,IBIS,091/480-18-00,H3369@accor-hotels.com,stały,**,hotel,"70-206 Szczecin, Dworcowa 16"
1943,NAD KAMIENICĄ,18 421-39-59,,stały,**,hotel,"33-300 Nowy Sącz, ul. Nadbrzeżna 59"
1944,KATOWICE,32 258-82-81,hotel@ hotel-katowice.com.pl,stały,**,hotel,"40-951 Katowice, Korfantego 9"
1945,ROKO,+ 48 (0-22) 863,hotel@hotelroko.pl,stały,**,hotel,"02-455 Warszawa, Mikołajska 2"
1946,GWAREK,"15864-33-21,",kizchs@pro.onet.pl,stały,**,hotel,"28-200 Staszów, Rynek 13"
1947,GOŚCINIEC JAŚMIN,18 351-00-18,skh@onet.pl,stały,**,hotel,"38-315 Uście Gorlickie, Regietów 28"
1948,ISKIERKA EKONOMY CLASS,177745540,recepcja@hoteliskierka.com.pl,stały,**,hotel,"39-300 Mielec, Wojska Polskiego 3"
1949,JULIANÓW,(22) 425-41-72,recepcja@hoteljulianow.pl,stały,**,hotel,"04-990 Warszawa, Wał Miedzeszyński 106 A"
1950,MILENA,33 863-73-83,milena@ milena com.pl,stały,**,hotel,"34-360 Milówka, Dworcowa 22"
1951,WIELKOPOLANKA,,,stały,**,hotel,"63-000 Środa Wielkopolska, Pętkowo 3"
1952,TAJTY,87-428-01-94,recepcja@hoteltajty.pl,stały,**,hotel,"11-500 Wilkasy, Przemysłowa 17"
1953,FELIX,12 649-13-31,puhit@puhit.com.pl,stały,**,hotel,"30-426 Kraków, os. Złota Jesień 15 B"
1954,MARCZEWSKI,+48 33 815 16 92,hotelmarczewski@op.pl,stały,**,hotel,"43-300 Bielsko-Biała, 1-go maja 4a"
1955,Pałac Lubostroń,52-3844112,palac@palac-lubostron.pl,stały,**,hotel,"89-210 Lubostroń, -"
1956,"""MARYLA""",58/551-00-34,,stały,**,hotel,"81-713 Sopot, Sępia 2"
1957,Hotel Pomorski,618672831,hotel_pomorski@naszemiasto.pl,stały,**,hotel,"60-367 Poznań, Sierakowska 36"
1958,ŁAZISKA,(7231)101-10-,hotellaziska@gmail.com,stały,**,hotel,"32-860 Czchów, ul. Kolonia 4"
1959,HOTEL-24,242636001,,stały,**,hotel,"09-410 Płock, graniczna 54/1"
1960,HOTEL1,24 262-14-00,rezerwacja@hotel1.pl,stały,**,hotel,"09-400 Płock, Szopena 28"
1961,HUZAR,794572673,bozenawisniewski@op.pl,stały,**,hotel,"32-130 Sokołowice, Sokołowice 46b"
1962,ALF,(0 12)656-19-42,recepcja@hotelalf.pl,stały,**,hotel,"30-705 Kraków, ul. Klimeckiego 24"
1963,"""PARTNER""",605055853,turuta@o2.pl,stały,**,hotel,"08-221 Hołowczyce-Kolonia, serpelice 122"
1964,Hotel Victoria,614275454,reception@hotel-victoria.pl,stały,**,hotel,"62-260 Łubowo, Łubowo 13"
1965,HOTEL SOLEC,224994012,rezerwacja@hotelsolec.pl,stały,**,hotel,"05-532 Baniocha, solec 28d"
1966,"HOTEL STUDENCKI ""NAWOJKA""",(0 12) 633-39-36,nawojka@bratniak.krakow.pl,stały,**,hotel,"30-059 Kraków, ul. Reymonta 11"
1967,"HOTEL ""SOPHIE""",523823838,,stały,**,hotel,"86-010 Koronowo, A. Hoffmana 42"
1968,POD SOSNAMI,+ 48 (0-25) 685,biuro@hotelosieck.pl,stały,**,hotel,"08-445 Osieck, Warszawska 68"
1969,PRZY LESIE,,,stały,**,hotel,"62-080 Sierosław, Bukowska 2a"
1970,"""NAD JEZIOREM""",58/834 33 30,recepcja@nad-jeziorem.czluchow.pl,stały,**,hotel,"77-300 Człuchów, Szczecińska 13"
1971,Hotel Sportowy,612830451,biuro.sosir@nx.pl,stały,**,hotel,"63-100 Śrem, Poznańska 15"
1972,MARIA,95 743-42-90,hotelmaria@hotelmaria.com.pl,stały,**,hotel,"66-304 Brójce, Sportowa 7"
1973,B&B HOTEL WARSZAWA-OKĘCIE,225771760,warszawa.okecie@hotelbb.com,stały,**,hotel,"02-180 Warszawa, al. krakowska 193"
1974,Sława,,,stały,**,hotel,"62-700 Turek, Komunalna 4"
1975,HEXAGON,94-35-81-028,,stały,**,hotel,"78-132 Grzybowo, Zielona 8"
1976,HOTEL POD JELENIEM,523342195,zajazd@icloud.com,stały,**,hotel,"89-500 Tuchola, Świecka 110"
1977,ALTA I,134340169,hotel@alta.com.pl,stały,**,hotel,"36-200 Brzozów, 3-go Maja 70"
1978,STANICA WODNA,6929000,,stały,**,hotel,"06-100 Pułtusk, Podzamcze39"
1979,"""BLIZA""",58/ 572-61-03,bliza@hotelewam.pl,stały,**,hotel,"84-200 Wejherowo, Os. Przyjaźni 1"
1980,MORENA,94-351-51-52,INFO@HOTELMORENA.DE,stały,**,hotel,"78-111 Ustronie Morskie, ul. B. Chrobrego 2"
1981,ZAJAZD PODKOWA,+ 48 (0-25) 633,robert@zajazd-podkowa.pl,stały,**,hotel,"08-103 Siedlce, Opole Nowe 122 A"
1982,MORENA,94-351-51-52,INFO@HOTELMORENA.DE,stały,**,hotel,"78-111 Ustronie Morskie, ul. B. Chrobrego 2"
1983,SKORPION,(12) 284-32-00,info@restauracja-skorpion.pl,stały,**,hotel,"32-015 Kłaj, Grodkowice 107"
1984,REST,(+48-22) 721-18,,stały,**,hotel,"05-850 Mory, Poznańska 33"
